"","Post","Average_Severity"
"11551"," have you ever had any sour patch kids  i wish they were real i could really use some friends cbra never what are they ",0
"11552"," have you ever had sex in water pool  shower  ocean  lake  bath  ect which ones did you like it if not  do you want tobra all the above and yes  i really like it",0
"11553"," have you ever had sex on the beach not the drink lolr would you want tobra yes  and never again the sand gets in the way",0
"11554"," have you ever had someone invite you over to their house a few days away  then when it came time you text them and asked what time they wanted you to come  and they never respondedbra yes  or changed thier minds it sucks",0
"11555"," have you ever hooked up with someone who was taken or married did you feel guilty if not  would youbra yes no  never guilty and i would do it again",0
"11556"," have you ever hooked up with the same sex how far did you go with them would you do it againbra yes  i have gone all the way and had anal sex i have done it several times and would do it again",1
"11557"," have you ever indulged in a catfight what was it all aboutbra i have been in fights  but never a catfight",0
"11558"," have you ever mowed the yard before if so  how often do you do it if not  would youbra i just stopped i was doing it twice a week but now i have a kid doing it for me  and i pay him for it",0
"11559"," have you ever passed out at the sight of bloodbra nope  never",0
"11560"," have you ever physically hurt yourself on purposebra nope  never",0
"11561"," have you ever put yourself down do you put yourself down do you think you should do itbra sometimes with a hot chick to make her laugh",0
"11562"," have you ever questioned your gender like  if youure a girl have you ever wondered if youure a girl on the outside  but a boy on the inside  or vice versa if that makes sense pbra no  i have always liked being a man",0
"11563"," have you ever ridden in a subway if so  whatus it like if not  would you want tobra yes  in new york  boston and london its dark and creepy and smelly but its fun in a creepy kind of way",0
"11564"," have you ever role played during sex whats your favorite thing to play out ex teacher and student  neighbors  ect r if not  what would you want to play outbra home invasion hookers  john daddy  little girl",0
"11565"," have you ever seen a black widow spider inside your house if so  what did you do if not  how would you react to seeing onebra i have and i put it in a jar and took it outside",0
"11566"," have you ever seen americas got talent or for those in the uk  britains got talent i was watching that today  and some of those acts where amazingothersnot so much lmaobra nope  never",0
"11567"," have you ever seen someone fire a gun in personbra myself  my dad  and a number of people in the navy",0
"11568"," have you ever seen the movie norbit d i love that movie whats your favorite part i like when she goes down the water slide  and tackles norbit in bed dbra never seen it",0
"11569"," have you ever seen the movie super size me if so  did it make you feel differently toward fast food restaurants if you havenut seen it  i recommend watching it sometime  itus very interesting and quite good bra never saw it i dont eat fast food and dont like fatty fat people that do",1
"11570"," have you ever seen your favorite band in concert i used to be obsessed with the jonas bronthers d and i went to see them  lmaobra yep  molly hatchet and def leppard",0
"11571"," have you ever shop lifted and what was itbra yes comic books",0
"11572"," have you ever smelled someones gaugesbra what are gauges ",0
"11573"," have you ever spoken to someone who seemed completely uninterested and gave you  word answers the whole time  how did you react bra yes  and i stopped talking and walked away",0
"11574"," have you ever stripped for money would you do you have a friend thats a stripper would you be friends with a stripperbra i have friends that are stippers  and i am fine with it thats how they make their money",0
"11575"," have you ever sucked another mans dickbra yes in jail",0
"11576"," have you ever sworn at your parents what happened and what did you saybra no  never i have used cuss words around my parents and that was fine but never sworn at them",0
"11577"," have you ever taken a picture in one of those little booths i have  one of my friends stuck his head while i was taking pictures and you can see him the corner of each photo xdbra lol no   never",0
"11578"," have you ever thought about the reason your living i mean  i have  but i never knowits kinda confusing if you think about itbra i am here because i am the shit  baby  ",0
"11579"," have you ever told someone you liked them and they didnut feel the same way about you how did that affect youbra i did we stopped sleeping together and became very good friends",0
"11580"," have you ever tried to get high of a household product what was itbra nope never",0
"11581"," have you ever used being drunk as an excuse for doing or saying somethingbra yes",0
"11582"," have you ever watched the show avatar the last airbender if so  favorite character if not  you should check it out sometime if you get a chance  it is very  very good bra i have not watched it",0
"11583"," have you ever willingly or accidentally hurt an animal dbra i have shot really sick dogs and horses that were too lame to get better  but i hate it",0
"11584"," have you ever witnessed a poltergeistbra no  but i beileve in gosts",0
"11585"," have you ever wondered if scientists make things up and say theyure true  since most of the general public will never test their judgments or do you think they are fairly honest in their discoveriesbra pretty honest  because other scientents  go over their results",0
"11586"," have you ever do you do drugsbra i have and i wish i hadnt",0
"11587"," have you had sex w a virgin would you have sex with a virginbra i have not  but would love to",0
"11588"," have you heard not afraid by emeniem its an amazing song i love itbra not a big ememiem fan",0
"11589"," have you lost your faith if so  what caused this if not  what do you think could cause you to lose your faith what types of things do you have the most faith inbra nope  i firmly believe in a catholic god",0
"11590"," have you played wii sports yetbra yes  the baseball one i love it",0
"11591"," have you read my tumblr yet im sure youd like some of my thingsbra nope  sorry",0
"11592"," have you seen the chongalicious videobra nope sorry",0
"11593"," have you told your partner about all of your past relationshipsbra yes",0
"11594"," have youyour gf ever had a pregnancy scare what was the first thing that came to your mindbra i never have when my daughter was born  she was planned",0
"11595"," have your parents ever manipulated youbra nope but i have manipulated them  and others",0
"11596"," have your religious views changed from when you were a kid explain dbra no i went to catholic school and i have not changed my veiews on the church at all",0
"11597"," havee u ever wantedd to start a bandd bra not really",0
"11598"," havee u tried anal sex bra yes i enjoy both getting and giving it",1
"11599"," havee u triedd e harmonyy bra no  but i have been on adult friend finder",0
"11600"," haveee u evr ate a pussy that didnt tasste righ bra yep it suxxed",0
"11601"," haver u datedd any asianss bra no  but i would i have dated everybody else american indians  blacks  whites  mexicans etc just never had the chance with an asian before",0
"11602"," having a good day bra i am  thanks  ",0
"11603"," hellllobra hello",0
"11604"," hello everyone d im going to have a very small spam session cause im doing quotonline school workquot and my time is limited how is everyone feeling tonightbra very good thanxxx",0
"11605"," hello how did u find  my profile hmm just wonderingbra you asked a  to one of the people that i follow it showed up on my home page",0
"11606"," hey  im new so ask me questions pleasebra okies",0
"11607"," hey dbra hey you hows your day ",0
"11608"," hey everone iam sorry about them immature post someone hacked my account iam really sorry please ignore everything they have said lots of love pagan xxxxbra kisses",0
"11609"," hey everyone  i recently heard the song quotdynamitequot by tiao cruz aha somehow i have gotten addicted to the way he says quotdynamitequot what would you rate this songbra never heard it",0
"11610"," hey everyone im following you and will spam you when i can if you do not want me asking you questions  please tell me i have a stalker  as most of you know shehe will say i am not real  i am not married  i am a guy  i have a porn site  lmao i havebra youre good baby",0
"11611"," hey there  how are you todaybra i am good  and you ",0
"11612"," hey there  how have you beenbra i am good sweetie going camping this weekend  so have been working long hours to have the money and you ",0
"11613"," hey there  i hope you are doing well so far did anything make you laugh today if so  whatbra i am well  thanxxx yep  i laughed at work my boss is a dork",0
"11614"," hey there  smiled todaybra just now  once i saw that you sent me a message",0
"11615"," hey i get way too many questions a day if you spam more than  questions a day  please remove me from your list  but i will still spam you  if you want if you dont want me spamming you  just tell me nicely in my inbox thanksbra okies",1
"11616"," heya darling bra hey sweetie how was your day ",0
"11617"," heyaaa bra hey sweetie",0
"11618"," heyy  if i say rabbit u say  p xxbra hossenfeffer",0
"11619"," hi  this is a mass question  i have a clone  it is thecatiives with a capital i instead of an l  she has been sending me sadistic questions  dont trust anything i ask you until you click on the profile link  my exact profileno questions asked to tbra okies thanks",0
"11620"," hmm did my last one get u thinking rbra yes",0
"11621"," homosexuals cannot donate blood because of the risk of hiv is this fair or unfair explainbra unfair they dont all carry the hiv viris",0
"11622"," honestly  why do they have braille on drive up atmsbra lol i dont know",0
"11623"," honestly are you ever scared of saying the things that need to be said or do you speak your mind every timebra speak my mind every time",0
"11624"," how are hot dogs and baseball american past times do you think past times changebra yes  but they are still hot dogs and baseball for me",0
"11625"," how big is ur dick bra mobey dick lol",1
"11626"," how big is you dick if you are a dude bra size if you are a chickbra take you last  fingers   pinky and the next two  and thats how thick i am i am  quot long",1
"11627"," how big is your cock bra quot and way thick",0
"11628"," how can you be a dirty slut bra i cheated on my wife  so i feel like a dirty slut ",1
"11629","no",0
"11630"," how comfortable are you with your siblings ill dance around the room  monologue  sing  and be as goofy as i can with my brothers lol i love um bra i love all  of my sisters i am real comfortable with them",0
"11631"," how confident are you on a scale of one to tenbra ",0
"11632"," how do know when heshe is the one do you just feel it or is it as obvious as when heshe is wearing a sign saying  ucium the oneudbra i just feel it",0
"11633"," how do you act at sporting events  at my brothers little league im the screaming fan love it bra i am pretty reserved",0
"11634"," how do you berid of your anger i get rid of mine through poetrybra drink beer",0
"11635"," how do you dance i move my hips a lot haha  its the only way i know how to dance funny story actually   of the school dance chaperones came  my mother and asked her if ive always been a natural party girl p uh oh i had some splainin to do bra lmao   i dont dance",0
"11636"," how do you deal with confrontation who do you argue with the mostbra hit them it used to be my dad we never got pysicall  but we would get spirted",0
"11637"," how do you deal with conversations youre really bored with  but there is no polite way outbra just smile and nod lol",0
"11638"," how do you feel about people being offended by more and more these days like saying quotmerry christmasquot to someone who happens to not celebrate it  or a girl in short shorts and a tank can offend others sometimes  do you know what i meanbra yes i do and it suxxx people should just get some thicker skin and get over it",0
"11639"," how do you feel about religion do you really think it bring people apartbra religion is fine for those that want it",0
"11640"," how do you feel about techno musicbra i dont like it",0
"11641"," how do you feel about the saying if you love something let it go if it comes to you its yours if it doesnt it was never yours do you think its true i think if i let go and he lets go then we will be both waiting for both and nothing will happenbra i agree  sweetie",0
"11642"," how do you feel about the twilight obsessionbra who cares ",0
"11643"," how do you feel the human species  as a whole  would be effected by global anarchybra anaracy is chaos  and it would really hurt us",0
"11644"," how do you flirt are you coy about it  or blunt and too the point  the touchy amp sexy or the shy amp cute describe your flirt style in any way you wantbra everybody is different some times i am dirrect and to the point  sometimes i am coy just depends",0
"11645"," how do you know if youre in lovebra you just know",0
"11646"," how do you laugh like deep laughs chortles snorts or maybe you bellow xd lolbra deep laugh",0
"11647"," how do you like to preserve your memories  ex many people like to keep trinkets from their past  or write about it in a journal  taking pictures ectbra i take pics",0
"11648"," how do you like your cheeseburger tell me the meat preference  toppings  bun and condimentsbra i dont eat burgers",0
"11649"," how do you like your eggs soy milk  skim milk or milk does water have a  tastebra over easy i dont drink milk yes  but its the minerals that actually have the taste",0
"11650"," how do you mend a broken heart  bra beer",0
"11651"," how do you react to having symtoms youve never experienced before i usually shrug it off i dont like to acknowlege the fact that im sick bra i get worried i pay attention to my body and dont like getting symtoms that i have never had before",0
"11652"," how do you receive your internet connectionbra bresnan cable",0
"11653"," how do you think our great ancestors decided what to name thingsbra i have no idia",0
"11654"," how do you think stonehenge was formedbra there are lots of theroies  but i dont really know how they did it the stone came from several miles away",0
"11655"," how do yu feel bout cheatersz bra they suxx i cant stand a lier",0
"11656"," how easily can you break out w acne  whenever i sweat i always seem to have some kind of trouble bra i havent had that problem since i was your age  wash your face with an oatmeal typ soap it will get rid of the oil build up in your poars",0
"11657"," how easily can you swallow pills the size of a larger multi vitamin  theyre naturally larger scale sometimes they get caught mid way in my throat  but for the most part its easy enough for me bra pretty easy i wash it down with beer",0
"11658"," how easily do you gain weight what kind of body shape do you havebra tall and thin i am  ft  quot and  lbs no  i dont gain very easily",0
"11659"," how easily do you sunburn do you use sunscreen when out in the sun what ways do you soothe your sunburns when you get thembra easily aloho vera",0
"11660"," how far advance do you or does your family plan holiday meals  we will plan them a week ahead pbra about a month ahead we are spread out over two states  and we have alot of family members  so we have to have time to get our sheaduals together",0
"11661"," how far does the pain have to go before you take medicine bra a long way i have a high tolerance for pain",0
"11662"," how far is too far when getting revenge on an ex are you the type to seek vengeancebra no  never",0
"11663"," how hard do you think it would be for the human race to adapt if somehow we were all time warped back to the s what would be the hardest aspects of that happening for youbra no clean drinking water no internet  no cars that would suxxx",0
"11664"," how important is education to you how do you plan on continuing your education if youve already gone to college etc  where did you attend and get your degree inbra education is very important i went to college in arizona but havent gotten my degree yet",0
"11665"," how is it til orhow long ago was ur th bday bra my  th b day was  years ago",0
"11666"," how is wyoming treating youbra good i was born here  so i love it i get to see all the wonderful country we have i do lots of camping",0
"11667"," how is your summer going so far what do you plan to accomplish before school or fall comes back aroundbra i am going camping in two differnet national parks  and some state parks as well",0
"11668"," how late do you sleep in  in the summer as opposed to how late you would sleep in during the fall when school starts bra i dont go to school but in the summer  i get up way earlier so i can go fishing  camping",0
"11669"," how likely are you to find ants crawling around on the floors in your house during the summer bra never",0
"11670"," how long do u spend on formspring each day bra an hour or so",0
"11671"," how long does it take for you to get ready in the morning the longest  shortest ever for youbra  mins or so",0
"11672"," how long has this been in your inboxbra idk",0
"11673"," how long in your opinion does it take to get to know someone well enough in order to judge thembra if i see them on a day to day basis about  weeks",0
"11674"," how long since youve been on formspringbra a week or so",0
"11675"," how long was your is your longest relationshipbra  years",0
"11676"," how many books have you read this school year  or if you are out of school  last year in general bra a lot so far this year  probably  or so",0
"11677"," how many children  is too many children for someone to havebra any time you cant afford to take care of the child   that is too many if a person can afford to raise  kids  then so be it",0
"11678"," how many closests do you have in your bedroom i have  one is rather small but holds all of my clotheing  the other is lots larger and has the washing machine and dryerbra just one i has sliding glass mirrors on it so hot",0
"11679"," how many hours are you ahead  or behind me its currently pm bra two hours behind its  here",0
"11680"," how many hours of sleep do you need to feel completely restedbra around ",0
"11681"," how many lights are in the room your in theres   in minebra ",0
"11682"," how many national parks have you been tobra  yellowstone grand teton grand canyon glacier national",0
"11683"," how many of your contacts actually spamspam back or qq  haha  about  of my contacts actually ask me questions back p you greedy ppl lol jk bra  or  youre among them",0
"11684"," how many peircing have u gotbra none",0
"11685"," how many people actually spam you back after you spam them i can honestly say  every person on my list has spammed me before  and i have spammed everyone who has spammed me hence them being on my listdbra every one",0
"11686"," how many people do you know personally that have the same name as you  i know an angelica  anjalica  angie  angela  angeli ect but not one angelina bra i know two other men with my first name",0
"11687"," how many pictures are in the room your sitting inbra ",0
"11688"," how many questions are currently in your inbox  i have a lonely party of  d lolbra  all form you  lol ",0
"11689"," how many questions are in your inbox at the moment i have  p hahabra ",0
"11690"," how many questions are in your inboxbra  now",0
"11691"," how many questions everyday do you formspring  estimatebra around  or  i guess",0
"11692"," how many questions have you currently got in your inbox dbra ",0
"11693"," how many questions idealy would you prefer to be in your inbox first thing in the morning or nightbra  or so",0
"11694"," how many rudemean messages would you have to get on formspring in order for you to stop using itbra a million",0
"11695"," how many square feet is your house mines about   d if i already asked this  sorrybra ",0
"11696"," how many states have you been tobra  i have never been to hawaii",0
"11697"," how many times  is too many times to be marriedbra anything more than once is too many",0
"11698"," how many times do you think its possible for a person to fall in lovebra as many as they want to",0
"11699"," how many times have you been looking for something for so long then realise its in the most obvious place i was looking for my phone for about  minutes and then realised it was in my pocket bra lmao",0
"11700"," how many times have you moved in your life timebra too many to count",0
"11701"," how many true friends do you have  friends that would do absolutly anything for you  even answer there fone if u foned them at am as u were crying ur eyes out and needed sum to chat toodbra one  and i love her to death",0
"11702"," how many were in there when you logged on this morningbra ",0
"11703"," how many years do you think it takes in a relationship to actually know each other in and outbra a year or so",0
"11704"," how many years would a couple have to be dating to finally get married  why is that bra i dated for a year and then lived with her for  years before we got married everyone is different  so you have to have exceptions but that felt right for us",0
"11705"," how much alcohol do you feel you could consume before you were in danger of alcohol poisoning do you drink often enough to know your limit before making yourself sick why do you think people drink alcohol  in generalbra i drink to make myself feel good  to feel confident  and secure in myself i can drink like a fish   to the detrament of my heath  i have drank an entire case of beer by myself in one sitting",0
"11706"," how much cash do you usually carry with youbra around  to  dollars",0
"11707"," how much do you know about judaism do you know anyone who is jewishbra i know a lot  but dont know any jewish people",0
"11708"," how much do you like sexbra a lot   ",1
"11709"," how much do you sleep a nightbra  hours or so",0
"11710"," how much has music influenced your lifebra a lot i love music  and i love to listen to it as often as i can",0
"11711"," how much have you controlled the course your life has takenbra most of it",0
"11712"," how much would you be willing to give up in order to possess a super modelmovie star body how important is such a thing to youbra its not important at all",0
"11713"," how often do u drink bra every day",0
"11714"," how often do you add fs contacts  i add about  ppl on a daily basis  give or take depending bra almost never i have   like   friends ha ha ha",0
"11715"," how often do you brown nose kiss ass someone in order to get what you want who does it work best with for me its daddy  cause haha im daddys little girl pbra never",0
"11716"," how often do you buy something you honestly never use what was itbra i dont do that i go get what i want  and always use it",0
"11717"," how often do you get your hair cuttrimmed bra every  months",0
"11718"," how often do you message a random person for spam or do they come to you ive never asked anyone for spam  most likely they come to me to ask spamspam makes its easy lolbra one other person  i like your spam thou ",0
"11719"," how often do you snack in a day if i were to pop in at any moment of the day  what would you most likely be snacking on bra never i drink beer all day  and that is all i need",0
"11720"," how often do you textbra never",0
"11721"," how often dodid you get in trouble by your parents how often dodid you get grounded or punishedbra i very seldom got into trouble as a kid it wasnt till i started drinking at  that i got into trouble",0
"11722"," how often you get drunkhighfuckedbra drunk  not so much anymore i never get high i get fucked about  or  times a week",0
"11723"," how old are the majority of your friendsbra my own age i have some younger female friends thou",0
"11724"," how old are you how old do people say you act how old do people say you lookbra  i look around  or so  if i wear a hat and cover the gray  people say i look like im in my s",1
"11725"," how old are you im bra ",0
"11726"," how old are youbra ",0
"11727"," how old is too old to be a virginbra ",0
"11728"," how old is your daughterbra ",0
"11729"," how old r u bra  on sunday",0
"11730"," how old r ubra  and you ",0
"11731"," how old r ubra  on sunday",0
"11732"," how old r ubra old as dirt lol ",0
"11733"," how old r you bra  on sunday",0
"11734"," how old was u wen u st had sexbra ",0
"11735"," how olds your daughterbra ",0
"11736"," how rude of me whats youre name bra i am an outlaw  and am wanted by the state of wyoming they look on places like this for people like me so i am not telling sorry",0
"11737"," how so have you changed physically from  year agobra i havent really  other than the gray in my hair",0
"11738"," how tall are you are you happy with your height is there a height that intimidates you im quot and i love tall people but im extremely intimidated by people shorter than me for a reason im not even aware of lmao xbra i am  quot and i am happy with my hight i dont like having to look up at someone thou i get intimadated",0
"11739"," how tall are youu bra  feet one inch",0
"11740"," how was ur th julybra very fun  i went to montana and saw some family and drank an enourmouse amount of beer",0
"11741"," how was your daybra it was good  even thou i only had one beer",0
"11742"," how well do you relate or get along with people of your age for you  what age and gender do you find is the easiest to make friends withbra all ages and typs i dont really have a preferrance",0
"11743"," how would you rate your kissing skills on a scale of bra  i have been told i am a great kisser",0
"11744"," how would you rate your oral sex giving skills on a scale of bra  i can deep throught  and i swallow and i can make women cum pretty hard and fast too",0
"11745"," how would you rate your sex skills on a scale of bra  i am a dynamo baby    lmao",1
"11746"," how would you react if your mom told you she was pregnantbra i would believe in miracles she had a historectomy",1
"11747"," how young is quottoo youngquot to have sex bra ",0
"11748"," hows life bra going good i am going camping this weekend  and looks like the weather is going to co operate",0
"11749"," howss ur day bra loooonnnngggg i am very tired right now how was yours sweetie ",0
"11750"," httpmobileformspringmeprofileviewmeganmedellin hey everyone if anyone in my contacts was connected to megan medellin that is her new formspring account  go check her out and read her bio  it explains everything ty bra thanxxx",0
"11751"," httpwwwfacebookcomprofilephpid      add me on facebook some of you asked how to find me  copy and paste this into your url  and itll take you to my page thanks  sierrabra okies",0
"11752"," i also think that schools should have a mandatory parenting class your thoughtsbra sure",0
"11753"," i always try to trip my friend up  but i always fail and end up tripping myself up is there anything that you totally fail at ima bit of a retard i know lbra marraige",0
"11754"," i am  and u bra  on sunday",0
"11755"," i am having a good night  alcohol  food and chatting to you dbra now youre being the flirt   lol i am having a good time as well youre nice and very pretty",0
"11756"," i am uninspired on new questions to ask d where does your motivation come from for your questions do you ever copypaste survey questionsbra never i try to keep thinking up new s",0
"11757"," i apologize for my lag  my power just tripped off can we pretend that airplanes in the night sky are like shooting stars i could really use a what could you use right nowbra a beer",0
"11758"," i cannot stand snobby girls agreebra yep yep",0
"11759"," i cant go a day without saying fuck what words cant you go a day without saying bra fuck",0
"11760"," i didnt cum during sex until a year so later  i have no idea  i was so drunk and just know it felt like agess bra wow so do you like sex now  how important is it in your life  i have a couple gf  just friends  that say its not important at all",0
"11761"," i dont dance i hate dancing i only danced  slow dance at my prom even at my wedding i will not want dancing is there something a lot of people likeenjoy  but you simply dont if so  what is itbra dancing lol",0
"11762"," i dont feel like spamming tonight im quite sad ill finish this off tomorrow im off to bedbra okies why are you sad sweetie  i hope you feel better",0
"11763"," i dont get it  whyd you say that haabra say what  kiss  because you sent me kisses didnt you  lmao",0
"11764"," i dont like getting sexual spam so please dont send it p i can send you some though if youd like and it wont be to much  okaybra okies",0
"11765"," i finally answered everything how are you guys today im going to try and spam  my spam sucks if you ever dont want my spam  let me know and ill unfollow youbra kisses and have a great day baby",0
"11766"," i found  people coppying my questions that i made up  word for word does this bother you when people do that to you or do you do that to other peoplebra it bothers me",0
"11767"," i got foooooooood finally peanut butter and jelly jam on toast yummy have you ever had it do you like it if not would you try itbra i love it",0
"11768"," i have a craving but cant exactally pin point what i want d what do you think im cravingbra pickels  lol idk",0
"11769"," i have a headache d what would you give me  if i came to your door and told you that i had onebra my penis",1
"11770"," i have a proof video located in my about me on my profile if for some reason you still think im fake  i dont know why  but some people do  than just ask me to quit following you thanks xoxobra its all good baby",0
"11771"," i have found ebay and ross are great places to find super cheap things that are expensive elsewhere is there something you buy that is normally expensive  but you have found where to buy it cheap what is it and where could i find itbra overstockcom i got my web cam there",0
"11772"," i have over  wardrobes with clothes in is there any point ing going to buy another outfit for my auntys weddingbra lol nope  ",0
"11773"," i have these huge windows in my room that reach from ceiling to floor with the exception of  feet i looked out the window and there was some stareing into my bedroom i almost shit a brick haha i shut my blinds faster than you can say just aboutbra ha ha ha i wasnt there  i swear   lmao",0
"11774"," i hear a lot about cheating these days  like it just is so much more common and people see it as less of a big deal now do you feel cheating is out of control what sort of things can be done  if anything  to lower the amount of cheaters out therebra nothing can be done  thank god  heheheheee",0
"11775"," i hope your fourth of july was fun waiti know it was bra thanxxx",0
"11776"," i hope your mother is okay ill pray for herbra thank you    that means alot to me  ",0
"11777"," i just gave you  wishes  what do you wish for bra to have my daughter visit for the summer to win the lottery to see you naked no   no jk jk i want superman to be a reall person",0
"11778"," i just got finished haveing a conversation with my mother about porn yes porn  if this topic were to come up between you and youre mother what do you think the reason would bebra i had this conversation years ago she found porn in my room  we only had magizines back then  and she doesnt approve of it",0
"11779"," i just had a mini spaz attack s does that ever happen to you or am i freak answer nicely to this one yeah dbra youre a freak sweety",1
"11780"," i just made jello for the first time today yes  i know fail what is your favorite jello flavor  im eating watermelon flavored right nowbra i dont eat jello",0
"11781"," i just noticed that your picture was batman im slow lol how was your day bra i had a good day  thanxxx i was off work today  so i sat around and drank beer",0
"11782"," i just read an article that said coffee has actually been proven to reduce cancer this is good news because i drink it d how do you take your coffeebra strong and black",0
"11783"," i just saw on the news of a woman who stole a carnaked yes  there was a high speed chase your thoughts on what her punishment should be whybra public indecentment and grand theft larceny",0
"11784"," i knew it and nice answermobey dick would you rather be the hero or the villianbra hero superman is my fav  because he represents so much hope and strength",0
"11785"," i know a girl who is  amp now has had  kids with  different deadbeat dads and she has no jobmeans to support her children  amp sheus pregnant now with her th what is your opinion on women who have no moneyjob  but they keep getting pregnantbra stupid  stupid  stupid she has no self respect and should get a historectomy",0
"11786"," i know it basically differs per individual relationships  but just in general  do you feel a relationship between  women  between  men  or between  of each sex would have the most drama involved whybra  women i am bi  so i have been with other men but women  dont get me started",0
"11787"," i know itus still far away  but ium so super excited already c what will you be doing for halloween do you like to dress up what types of costumes do you like the bestbra i love to dress up i was the joker last year  but am still deciding what i will do this year mabie iron man or batman  idk",0
"11788"," i know most of you  my spam but there are a few of you that i added on accident without realizing it if you do not want my spam please send a message to my inbox and ill remove you at the end of the spam cycle  tybra its all good sweetie",0
"11789"," i know u didnt mean nastly i just wasnt gna kiss my sister lmao  p well were not drinking beer were dirnking cider  but thats good that ur having a drink for me aswell  xxbra budweiser  baby and say hey to your sis for me",0
"11790"," i like how you like to ask me questions so here are some  whats your favorite food are you in a relationship what was your favorite childhood tv show amp how many kids do you wantbra fav food is steak not any more  because i am divorced super friends i have one daughter  and she is all i want",0
"11791"," i like to  on  with my  we  together and i wouldnt  it for bra cum   my gf face  masterbate  trade  anything",0
"11792"," i love phineas and ferb  do you still watch cartoonsbra cartoon network super friends",0
"11793"," i love socks do you have a fave type of patterned sock i love stripes  im acc addicted to buying them hahabra all mine are black",0
"11794"," i love the smell of leather d do you prefer leather or cloth furniture couches  etc what about seats in your vehicle did you know there is a korn candle that smells like leather lol  would you want onebra i have never heard of a korn candle but yeay  i would want one i have a leather couch and two leather chairs  i love them and i have several leather jackets",0
"11795"," i love this line of lyrics quotpretty girls may graze  ampguess what your prettyquot  whats your favourite line of lyrics   spam back quotbra keep your drink  just give me the money  pink now thats funny  ",0
"11796"," i love to say looooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooool its sooo cool agree xdbra lmao  sure",0
"11797"," i love vodka  and malibu haha r woo atleast youll drink it with mer sounds to me like youre a really heavy drinkerbra i am i drink every day its why i am an outlaw everything that has put me in jail has been related to booze",0
"11798"," i love your bio  thats like my life storybra nice",0
"11799"," i love your bio  thats like my life storybra right on",0
"11800"," i meant out of life what do you want to accomplish out of lifebra to be a better person  to help other people  and make a difference",0
"11801"," i need advice should i do my coursework or spam on fs helpppppppbra coursework",0
"11802"," i pledge allegiance to the band of  i love school of rock d has anybody else noticed that on that show miranda cosgrove sucked at singing but now shes making terrible cds bra ha ha ha ha ha ha i sure did",0
"11803"," i read in tokyo  japan you can expect to pay  for a movie ticket in ok it is  for an evening movie ticket what will an evening movie ticket run you where you live do you think its too expensivebra around  and its ok with me",0
"11804"," i saw a muskrat for the first time at the beginning of spring this year  iuve lived here my whole life and never saw one until that time have you recently spotted an animal around where you live that youuve never seen before excluding zoosbra nope i am outdoors a lot  so i have seen quite a few",0
"11805"," i saw a news story today that there has recently been discovered a woman living in a remote area who just turned  years old do you feel this is possible would you want to live to be  years old why or why notbra i would i never want to die",0
"11806"," i saw a story about divorce that said  in  divorces name facebook as a contributing factor has facebook ever contributed to a break up for you or anyone you know is there a reason why you wouldnut want a bfgf to not use facebookbra tagged helped to break up my marriage but i have to say if i had not gone out and messed around  my marriage would still be intact ",0
"11807"," i say sturdy you think  i say admired you think  i say smooth you think bra x superman pussy",0
"11808"," i say iloveyouuu you say d bra kisses",0
"11809"," i say sucessful and you think  why is thatbra lawyer they have enough of my money",0
"11810"," i smell like campfire  do you like that smellbra yessss  ",0
"11811"," i sure will d lol for a matter of fact ur speaking to my sister aswell ashleighkmartin haha bra nice give her kisses for me ",0
"11812"," i think itus quite amazing how mere emotions can cause physical reactions within our bodies what happens to you physically when you become very upsetdepressedangryetcbra upset  i get very tight in my body my shoulders and neck get very tight depressed  i feel tired   like i have worked all day angry is the same as upset  for me  anyway",0
"11813"," i totally feel like an outsider right now because im one of the only girls that listens to otep do you like otep bra fuck yeay",0
"11814"," i want to fuck you are you a blondiebra yes",1
"11815"," i was  but also wish i had waited a little while longer bra did you cum  or just take it  how long did he last ",0
"11816"," i was born september    tell me the exact amount of days  months  and years that we are apartbra  days   months  and  years",0
"11817"," i went to the local ammusement park the day after the celtics lost the championships i was misinformed by a friend tht they had won i wore my celtics jersey  the park  and now i know why i got the laughing looks bra lol sorry baby",0
"11818"," id really love to see  in concert right meowbra pink",0
"11819"," ill spam you all now since my inbox keeps overflowing haha  situation youre dating someone then your dream career comes up do you leave them and take the job  or pass the job up whybra take the job there are lovers everywhere",0
"11820"," im deleteing a few of you as my contacts just a forewarning  if youd like to stay and you dont get the following quotquot which you can delete once recived that means ive deleted you if youd like to be removed  message my inbox tybra kisses",0
"11821"," im done asking questions for now ask me back if not  thats okay ill still follow you because youre amazing  youd be super amazing if you return the favor but  its still all good  lovelies bra how long have you lived at your house ",0
"11822"," im eating a hoagie that is drenched in mayo making this the grossest thing ive ever eaten haha i will take anything and everything on my sandwhich but not mayo  hbu what dont you like on your sandwhichhoagiesbra peppers uucckkk",0
"11823"," im finished spamming for now  gone to take a quick shower  bblbra need help  lol  jk jk jk ",0
"11824"," im hangin on whats it like in your brain on a daily basisbra fairly peaceful  but somedays i get angry and resentful mostly when i miss my wife and daughter",0
"11825"," im in a better mood spam anyonebra sure",0
"11826"," im in love with my guy best friend weve been friends for yrs he took me to prom he knows this and yet flirts but he doesnt like me like that the other day  he told me we could never be together because im not pretty enough thoughtsbra then he is shallow and you dont need him",0
